date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2019-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-23,,1.63,,pre-market,,,,,,,,,,,,,,9.396,,,,,,,,,,,
2019-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-19,,1.13,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2020-03-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29,,0.6,,pre-market,,,,,,,,,,,,,,11.1111,,,,,,,,,,,
2020-06-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-29,,0.88,,pre-market,,,,,,,,,,,,,,340.0,,,,,,,,,,,
2020-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-28,,1.7,,pre-market,,,,,,,,,,,,,,28.7879,,,,,,,,,,,
2020-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-17,,1.9,,pre-market,,,,,,,,,,,,,,37.6812,,,,,,,,,,,
2021-03-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-28,,1.73,,pre-market,,,,,,,,,,,,,,20.979,,,,,,,,,,,
2021-06-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-28,,2.6,,pre-market,,,,,,,,,,,,,,21.4953,,,,,,,,,,,
2021-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-27,,2.52,,pre-market,,,,,,,,,,,,,,2.439,,,,,,,,,,,
2021-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-16,,2.2,,pre-market,,,,,,,,,,,,,,15.1832,,,,,,,,,,,
2022-03-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-27,,2.84,,pre-market,,,,,,,,,,,,,,16.8724,,,,,,,,,,,
2022-06-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-27,,3.83,,pre-market,,,,,,,,,,,,,,15.015,,,,,,,,,,,
2022-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-26,,3.57,,pre-market,,,,,,,,,,,,,,11.9122,,,,,,,,,,,
2022-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-15,,2.49,,pre-market,,,,,,,,,,,,,,5.5085,,,,,,,,,,,
2023-03-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-26,,2.77,,pre-market,,,,,,,,,,,,,,24.7748,,,,,,,,,,,
2023-06-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-26,,4.22,,pre-market,,,,,,,,,,,,,,30.6502,,,,,,,,,,,
2023-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-25,,4.15,,pre-market,,,,,,,,,,,,,,8.6387,,,,,,,,,,,
2023-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-14,,3.21,,pre-market,,,,,,,,,,,,,,12.2378,,,,,,,,,,,
2024-03-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-24,,3.59,,pre-market,,,,,,,,,,,,,,16.5584,,,,,,,,,,,
2024-06-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-06,,4.64,,pre-market,,,,,,,,,,,,,,7.1594,,,,,,,,,,,
2024-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,4.38,,pre-market,,,,,,,,,,,,,,8.1481,,,,,,,,,,,
2024-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3112,,,2.9088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-12,,3.22,,pre-market,,,,,,,,,,,,,,10.6986,,,,,,,,,,,
2025-03-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1046,,,2.8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-22,,2.97,,pre-market,,,,,,,,,,,,,,3.6505,,,,,,,,,,,
2025-06-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06,,3.91,,pre-market,,,,,,,,,,,,,,2.356,,,,,,,,,,,
2025-09-30,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05,,3.67,,pre-market,,,,,,,,,,,,,,-1.8717,,,,,,,,,,,
2025-12-31,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-18,,1.1,,pre-market,,,,,,,,,,,,,,-24.1379,,,,,,,,,,,
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,0.0242,,,,0.312,-0.35,,,1.45,,12.39,,2881000000.0,,,,,,,,,,,,,,,,,,,0.0766,,,,,,,,,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,,1.1,,pre-market,,,0.0741,-0.0417,-0.168,120.27,,,,,127.27,117.28,,-24.1379,,,,,,,,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1631000000,1631000000,,,,,,None,101000000,,2.86,0.0242,,,,0.312,-0.35,-224000000,-123000000,1.45,2025-12-31,12.39,,2881000000.0,511000000,-288000000,-7000000,,,None,64000000,64000000,,None,,,,,-297000000,-281000000,-64000000,None,0.0766,,289000000,222000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,39000000,,0.0741,-0.0417,-0.168,120.27,250000000,,,,127.27,117.28,,-24.1379,,,,,,,2142000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1927000000,1927000000,,,,,,None,182000000,,2.86,0.0242,,,,0.312,-0.35,-328000000,-146000000,1.45,2025-09-30,12.39,,2881000000.0,757000000,-393000000,102000000,,,None,65000000,65000000,,None,,,,,-494000000,-495000000,-65000000,None,0.0766,,1084000000,-327000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,None,,0.0741,-0.0417,-0.168,120.27,240000000,,,,127.27,117.28,,-24.1379,,,,,,,2684000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1879000000,1879000000,,,,,,None,172000000,,2.86,0.0242,,,,0.312,-0.35,505000000,677000000,1.45,2025-06-30,12.39,,2881000000.0,868000000,443000000,110000000,,,None,63000000,63000000,,None,,,,,363000000,333000000,-63000000,None,0.0766,,299000000,569000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,37000000,,0.0741,-0.0417,-0.168,120.27,263000000,,,,127.27,117.28,,-24.1379,,,,,,,2747000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1806000000,1806000000,,,,,,None,159000000,,2.86,0.0242,,,,0.312,-0.35,407000000,566000000,1.45,2025-03-31,12.39,,2881000000.0,724000000,343000000,88000000,,,None,64000000,64000000,,None,,,,,-93000000,255000000,-64000000,None,0.0766,,296000000,428000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,35000000,,0.0741,-0.0417,-0.168,120.27,261000000,,,,127.27,117.28,,-24.1379,,,,,,,2530000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,2033000000,2033000000,,,,,,None,139000000,,2.86,0.0242,,,,0.312,-0.35,-244000000,-105000000,1.45,2024-12-31,12.39,,2881000000.0,807000000,-301000000,-43000000,,,None,61000000,61000000,,None,,,,,-258000000,-258000000,-61000000,None,0.0766,,346000000,461000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,43000000,,0.0741,-0.0417,-0.168,120.27,304000000,,,,127.27,117.28,,-24.1379,,,,,,,2840000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,2134000000,2134000000,,,,,,None,185000000,,2.86,0.0242,,,,0.312,-0.35,509000000,694000000,1.45,2024-09-30,12.39,,2881000000.0,912000000,441000000,120000000,,,None,70000000,70000000,,None,,,,,321000000,321000000,-70000000,None,0.0766,,315000000,597000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,36000000,,0.0741,-0.0417,-0.168,120.27,279000000,,,,127.27,117.28,,-24.1379,,,,,,,3046000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1676000000,1676000000,,,,,,None,167000000,,2.86,0.0242,,,,0.312,-0.35,419000000,586000000,1.45,2024-06-30,12.39,,2881000000.0,821000000,358000000,101000000,,,None,64000000,None,,None,,,,,285000000,286000000,-64000000,None,0.0766,,260000000,561000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,32000000,,0.0741,-0.0417,-0.168,120.27,249000000,,,,127.27,117.28,,-24.1379,,,,,,,2497000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1383000000,1383000000,,,,,,None,131000000,,2.86,0.0242,,,,0.312,-0.35,376000000,507000000,1.45,2024-03-31,12.39,,2881000000.0,634000000,360000000,83000000,,,None,16000000,None,,None,,,,,299000000,298000000,-17000000,None,0.0766,,217000000,417000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,27000000,,0.0741,-0.0417,-0.168,120.27,212000000,,,,127.27,117.28,,-24.1379,,,,,,,2017000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1638000000,1638000000,,,,,,None,133000000,,2.86,0.0242,,,,0.312,-0.35,183000000,316000000,1.45,2023-12-31,12.39,,2881000000.0,666000000,170000000,40000000,,,None,14000000,None,,None,,,,,131000000,130000000,-14000000,None,0.0766,,256000000,410000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,38000000,,0.0741,-0.0417,-0.168,120.27,85000000,,,,127.27,117.28,,-24.1379,,,,,,,2304000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1712000000,1712000000,,,,,,None,160000000,,2.86,0.0242,,,,0.312,-0.35,463000000,623000000,1.45,2023-09-30,12.39,,2881000000.0,767000000,447000000,110000000,,,None,17000000,17000000,,None,,,,,337000000,337000000,-17000000,None,0.0766,,230000000,537000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,29000000,,0.0741,-0.0417,-0.168,120.27,201000000,,,,127.27,117.28,,-24.1379,,,,,,,2479000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1774000000,1774000000,,,,,,None,159000000,,2.86,0.0242,,,,0.312,-0.35,487000000,646000000,1.45,2023-06-30,12.39,,2881000000.0,789000000,465000000,121000000,,,None,23000000,23000000,,None,,,,,345000000,343000000,-23000000,None,0.0766,,234000000,555000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,28000000,,0.0741,-0.0417,-0.168,120.27,237000000,,,,127.27,117.28,,-24.1379,,,,,,,2563000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1716000000,1716000000,,,,,,None,127000000,,2.86,0.0242,,,,0.312,-0.35,534000000,661000000,1.45,2023-03-31,12.39,,2881000000.0,615000000,512000000,130000000,,,None,22000000,22000000,,None,,,,,383000000,382000000,-22000000,None,0.0766,,232000000,383000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,28000000,,0.0741,-0.0417,-0.168,120.27,216000000,,,,127.27,117.28,,-24.1379,,,,,,,2331000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1704000000,1704000000,,,,,,None,131000000,,2.86,0.0242,,,,0.312,-0.35,182000000,313000000,1.45,2022-12-31,12.39,,2881000000.0,581000000,155000000,33000000,,,None,27000000,27000000,,None,,,,,124000000,122000000,-27000000,None,0.0766,,248000000,333000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,33000000,,0.0741,-0.0417,-0.168,120.27,92000000,,,,127.27,117.28,,-24.1379,,,,,,,2285000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1847000000,1847000000,,,,,,None,130000000,,2.86,0.0242,,,,0.312,-0.35,610000000,740000000,1.45,2022-09-30,12.39,,2881000000.0,682000000,583000000,114000000,,,None,28000000,28000000,,None,,,,,470000000,469000000,-28000000,None,0.0766,,225000000,457000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,26000000,,0.0741,-0.0417,-0.168,120.27,201000000,,,,127.27,117.28,,-24.1379,,,,,,,2529000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1876000000,1876000000,,,,,,None,138000000,,2.86,0.0242,,,,0.312,-0.35,489000000,627000000,1.45,2022-06-30,12.39,,2881000000.0,725000000,462000000,119000000,,,None,26000000,26000000,,None,,,,,343000000,344000000,-26000000,None,0.0766,,219000000,506000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,24000000,,0.0741,-0.0417,-0.168,120.27,221000000,,,,127.27,117.28,,-24.1379,,,,,,,2601000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1731000000,1731000000,,,,,,None,132000000,,2.86,0.0242,,,,0.312,-0.35,443000000,575000000,1.45,2022-03-31,12.39,,2881000000.0,615000000,414000000,107000000,,,None,28000000,28000000,,None,,,,,304000000,307000000,-28000000,None,0.0766,,207000000,408000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,23000000,,0.0741,-0.0417,-0.168,120.27,154000000,,,,127.27,117.28,,-24.1379,,,,,,,2346000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1575000000,1575000000,,,,,,None,127000000,,2.86,0.0242,,,,0.312,-0.35,326000000,453000000,1.45,2021-12-31,12.39,,2881000000.0,556000000,297000000,69000000,,,None,29000000,29000000,,None,,,,,227000000,228000000,-29000000,None,0.0766,,235000000,321000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,28000000,,0.0741,-0.0417,-0.168,120.27,99000000,,,,127.27,117.28,,-24.1379,,,,,,,2131000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1615000000,1615000000,,,,,,None,129000000,,2.86,0.0242,,,,0.312,-0.35,386000000,515000000,1.45,2021-09-30,12.39,,2881000000.0,598000000,353000000,94000000,,,None,31000000,31000000,,None,,,,,260000000,259000000,-31000000,None,0.0766,,207000000,391000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,21000000,,0.0741,-0.0417,-0.168,120.27,186000000,,,,127.27,117.28,,-24.1379,,,,,,,2213000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1621000000,1621000000,,,,,,None,122000000,,2.86,0.0242,,,,0.312,-0.35,430000000,552000000,1.45,2021-06-30,12.39,,2881000000.0,618000000,395000000,97000000,,,None,33000000,33000000,,None,,,,,298000000,298000000,-33000000,None,0.0766,,210000000,408000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,22000000,,0.0741,-0.0417,-0.168,120.27,188000000,,,,127.27,117.28,,-24.1379,,,,,,,2239000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1471000000,1471000000,,,,,,None,119000000,,2.86,0.0242,,,,0.312,-0.35,302000000,421000000,1.45,2021-03-31,12.39,,2881000000.0,444000000,269000000,59000000,,,None,33000000,33000000,,None,,,,,210000000,209000000,-33000000,None,0.0766,,194000000,250000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,20000000,,0.0741,-0.0417,-0.168,120.27,123000000,,,,127.27,117.28,,-24.1379,,,,,,,1915000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1419000000,1419000000,,,,,,None,141000000,,2.86,0.0242,,,,0.312,-0.35,277000000,418000000,1.45,2020-12-31,12.39,,2881000000.0,506000000,240000000,10000000,,,None,34000000,34000000,,None,,,,,232000000,231000000,-34000000,None,0.0766,,194000000,312000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,23000000,,0.0741,-0.0417,-0.168,120.27,179000000,,,,127.27,117.28,,-24.1379,,,,,,,1925000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1426000000,1426000000,,,,,,None,120000000,,2.86,0.0242,,,,0.312,-0.35,297000000,417000000,1.45,2020-09-30,12.39,,2881000000.0,478000000,262000000,56000000,,,None,35000000,35000000,,None,,,,,206000000,205000000,-35000000,None,0.0766,,183000000,295000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,20000000,,0.0741,-0.0417,-0.168,120.27,161000000,,,,127.27,117.28,,-24.1379,,,,,,,1904000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1279000000,1279000000,,,,,,None,116000000,,2.86,0.0242,,,,0.312,-0.35,173000000,289000000,1.45,2020-06-30,12.39,,2881000000.0,346000000,134000000,39000000,,,None,36000000,36000000,,None,,,,,96000000,96000000,-36000000,None,0.0766,,169000000,177000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,18000000,,0.0741,-0.0417,-0.168,120.27,151000000,,,,127.27,117.28,,-24.1379,,,,,,,1625000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1290000000,1290000000,,,,,,None,116000000,,2.86,0.0242,,,,0.312,-0.35,-863000000,-747000000,1.45,2020-03-31,12.39,,2881000000.0,311000000,-892000000,24000000,,,None,27000000,27000000,,None,,,,,-917000000,-917000000,-27000000,None,0.0766,,200000000,111000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,21000000,,0.0741,-0.0417,-0.168,120.27,179000000,,,,127.27,117.28,,-24.1379,,,,,,,1601000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1295000000,1295000000,,,,,,None,111000000,,2.86,0.0242,,,,0.312,-0.35,132000000,243000000,1.45,2019-12-31,12.39,,2881000000.0,397000000,99000000,27000000,,,None,30000000,30000000,,None,,,,,73000000,71000000,-30000000,None,0.0766,,193000000,204000000,,,,,1000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,22000000,,0.0741,-0.0417,-0.168,120.27,171000000,,,,127.27,117.28,,-24.1379,,,,,,,1692000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1420000000,1420000000,,,,,,None,112000000,,2.86,0.0242,,,,0.312,-0.35,248000000,360000000,1.45,2019-09-30,12.39,,2881000000.0,463000000,212000000,61000000,,,None,33000000,33000000,,None,,,,,150000000,151000000,-33000000,None,0.0766,,185000000,278000000,,,,,-32000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,21000000,,0.0741,-0.0417,-0.168,120.27,164000000,,,,127.27,117.28,,-24.1379,,,,,,,1883000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1477000000,1477000000,,,,,,None,112000000,,2.86,0.0242,,,,0.312,-0.35,233000000,345000000,1.45,2019-06-30,12.39,,2881000000.0,441000000,197000000,59000000,,,None,32000000,32000000,,None,,,,,138000000,139000000,-32000000,None,0.0766,,203000000,238000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,22000000,,0.0741,-0.0417,-0.168,120.27,181000000,,,,127.27,117.28,,-24.1379,,,,,,,1918000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1341000000,1341000000,,,,,,None,113000000,,2.86,0.0242,,,,0.312,-0.35,121000000,234000000,1.45,2019-03-31,12.39,,2881000000.0,326000000,83000000,39000000,,,None,36000000,None,,None,,,,,44000000,43000000,-36000000,None,0.0766,,204000000,122000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,22000000,,0.0741,-0.0417,-0.168,120.27,182000000,,,,127.27,117.28,,-24.1379,,,,,,,1667000000,,,156.32,96.16
