date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,410000000,None,106277000,106277000,-650000000,-472000000,None,None,-56000000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,525000000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2022-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,1064000000,None,None,None,0.355,1151000000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,171000000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,422787000,None,106277000,106277000,-1403196000,1027668000,None,None,-110250000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,621095000,188911000,188911000,None,6.18,2.66,1216000000,1741000000,3.54,2016-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,388478000,None,None,None,0.355,1046680000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,-1250263000,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,172396000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,257623000,None,106277000,106277000,-1352848000,-514689000,None,None,136442000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,578502000,234565000,234565000,None,6.18,2.66,1216000000,1741000000,3.54,2015-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,1007446000,None,None,None,0.355,1698448000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,-1300212000,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,155313000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,221792000,None,106277000,106277000,-956361000,-922880000,None,None,23310000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,464065000,101191000,101191000,None,6.18,2.66,1216000000,1741000000,3.54,2014-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,1042657000,None,None,None,0.355,1863672000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,-1589539000,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,99756000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,491973000,None,106277000,106277000,-125089000,-574366000,None,None,-71260000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,416301000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2013-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,417404000,None,None,None,0.355,529854000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,-230081000,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,78443000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,292876000,None,106277000,106277000,-47109000,-667027000,None,None,-158534000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,351960000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2012-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,986990000,None,None,None,0.355,1053772000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,-4039000,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,63110000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,108142000,None,106277000,106277000,985169000,-2714593000,None,None,84314000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,226779000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2011-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,1300142000,None,None,None,0.355,1451892000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,77590000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,71523000,None,106277000,106277000,20878000,-374825000,None,None,-13485000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,230696000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2010-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,415310000,None,None,None,0.355,487854000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,95560000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,184033000,None,106277000,106277000,10938000,29327000,None,None,-42969000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,306729000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2009-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,-1986624000,None,None,None,0.355,87724000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,97799000,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,286757000,None,106277000,106277000,-180998000,-1218358000,None,None,-57586000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,255743000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2008-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,218357000,None,None,None,0.355,652927000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,-299607000,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,176474000,None,106277000,106277000,1197288000,-978061000,None,None,-23660000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,135585000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2007-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,198896000,None,None,None,0.355,598063000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,134477000,None,106277000,106277000,115398000,-299497000,None,None,-135162000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,65774000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2006-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,386384000,None,None,None,0.355,480855000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,125842000,None,106277000,106277000,24648000,-522998000,None,None,-79526000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,38862000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2005-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,266616000,None,None,None,0.355,227630000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,54623000,None,106277000,106277000,576902000,-335740000,None,None,-28301000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,22952000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2004-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,168859000,None,None,None,0.355,272532000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,16638000,None,106277000,106277000,29903000,-105589000,None,None,-33314000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,21321000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2003-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,36240000,None,None,None,0.355,106972000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,26223000,None,106277000,106277000,130161000,25127000,None,None,40632000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,20548000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2002-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,-297944000,None,None,None,0.355,-72066000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
2026-04-16,SNDK,-8.38,8929000000.0,None,69.01,26586000,None,106277000,106277000,13187000,-137932000,None,None,-60921000,None,None,None,67000,None,None,6510000000,6510000000,67112000,None,None,96405000,None,None,525000000,15928000,None,None,None,6.18,2.66,1216000000,1741000000,3.54,2001-06-30,16.75,None,3108000000.0,3244000000,1234000000,170000000,None,None,None,9000000,None,96600000,None,None,None,None,None,298672000,None,None,None,0.355,84852000,2044000000,1200000000,17709000,46505000,None,None,None,None,None,None,None,12.31,15.75,None,None,None,None,None,None,None,-0.117,None,None,2026-01-29,annual,6.2,None,post-market,1362000000,346469000,0.0587,-0.0937,0.612,61.37,619000000,None,None,373316000,287.1,656.38,None,75.1412,1100907000,690307000,164357000,237849000,410600000,73492000,9754000000,863058000,None,965.0,28.94
