date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,81829000,81829000,,,,,,None,29424000,,0.3,0.0089,,,,1.679,-0.0556,63986000,93410000,0.3456,2009-09-30,,506731000.0,159069000,51500000,17568000,,,None,12486000,None,,None,,,,,33932000,None,None,None,0.329,,99975000,59094000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,67184000,,,,29.39,36.69,,-16.088,,,,,,,240898000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,72178000,72178000,,,,,,None,27121000,,0.3,0.0089,,,,1.679,-0.0556,34512000,61633000,0.3456,2009-06-30,,506731000.0,131471000,24171000,8740000,,,None,10341000,None,,None,,,,,15431000,None,None,None,0.329,,98255000,33216000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,203649000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,71691000,71691000,,,,,,None,27512000,,0.3,0.0089,,,,1.679,-0.0556,26874000,54386000,0.3456,2009-03-31,,506731000.0,118745000,14712000,5103000,,,None,12162000,None,,None,,,,,9609000,None,None,None,0.329,,92871000,25874000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,190436000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,87497000,87497000,,,,,,None,-8251000,,0.3,0.0089,,,,1.679,-0.0556,21948000,13697000,0.3456,2008-12-31,,506731000.0,124989000,13697000,2872000,,,None,None,None,,None,,,,,10825000,None,None,None,0.329,,103041000,21948000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,212486000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,148491000,148491000,,,,,,None,-8491000,,0.3,0.0089,,,,1.679,-0.0556,59753000,51262000,0.3456,2008-09-30,,506731000.0,153308000,51262000,18188000,,,None,None,None,,None,,,,,33074000,None,None,None,0.329,,93555000,59753000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,301799000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,148022000,148022000,,,,,,None,-6047000,,0.3,0.0089,,,,1.679,-0.0556,34809000,28762000,0.3456,2008-06-30,,506731000.0,136383000,28762000,9528000,,,None,None,None,,None,,,,,19234000,None,None,None,0.329,,101574000,34809000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,284405000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,116289000,116289000,,,,,,None,-7496000,,0.3,0.0089,,,,1.679,-0.0556,29226000,21730000,0.3456,2008-03-31,,506731000.0,123951000,21730000,7242000,,,None,None,None,,None,,,,,14488000,None,None,None,0.329,,94725000,29226000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,240240000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,93882000,93882000,,,,,,None,-3432000,,0.3,0.0089,,,,1.679,-0.0556,15971000,12539000,0.3456,2007-12-31,,506731000.0,117312000,12539000,-1408000,,,None,None,None,,None,,,,,13947000,None,None,None,0.329,,101341000,15971000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,211194000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,107495000,107495000,,,,,,None,-3892000,,0.3,0.0089,,,,1.679,-0.0556,60990000,57098000,0.3456,2007-09-30,,506731000.0,151030000,57098000,21010000,,,None,None,None,,None,,,,,36088000,None,None,None,0.329,,90040000,60990000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,258525000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,102122000,102122000,,,,,,None,-5585000,,0.3,0.0089,,,,1.679,-0.0556,21451000,15866000,0.3456,2007-06-30,,506731000.0,117169000,15866000,6267000,,,None,None,None,,None,,,,,9599000,None,None,None,0.329,,95718000,21451000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,219291000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,74123000,74123000,,,,,,None,-6192000,,0.3,0.0089,,,,1.679,-0.0556,29909000,23717000,0.3456,2007-03-31,,506731000.0,114294000,23717000,8598000,,,None,None,None,,None,,,,,15119000,None,None,None,0.329,,84385000,29909000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,188417000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,78230000,78230000,,,,,,None,1367000,,0.3,0.0089,,,,1.679,-0.0556,19968000,21335000,0.3456,2006-12-31,,506731000.0,115051000,15272000,5514000,,,None,None,None,,None,,,,,15821000,None,None,None,0.329,,95083000,19968000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,193281000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,88121000,88121000,,,,,,None,-8189000,,0.3,0.0089,,,,1.679,-0.0556,51055000,42866000,0.3456,2006-09-30,,506731000.0,140828000,42866000,15790000,,,None,None,None,,None,,,,,27076000,None,None,None,0.329,,89773000,51055000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,228949000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,90882000,90882000,,,,,,None,-7709000,,0.3,0.0089,,,,1.679,-0.0556,22192000,14483000,0.3456,2006-06-30,,506731000.0,120914000,14483000,-766000,,,None,None,None,,None,,,,,15249000,None,None,None,0.329,,98722000,22192000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,211796000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,73112000,73112000,,,,,,None,-7515000,,0.3,0.0089,,,,1.679,-0.0556,22347000,14832000,0.3456,2006-03-31,,506731000.0,109317000,14832000,5528000,,,None,None,None,,None,,,,,9304000,None,None,None,0.329,,86970000,22347000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,182429000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,106117000,106117000,,,,,,None,12671000,,0.3,0.0089,,,,1.679,-0.0556,-3950000,8721000,0.3456,2005-12-31,,506731000.0,107280000,9814000,2006000,,,None,None,None,,None,,,,,6715000,None,None,None,0.329,,111230000,-3950000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,213397000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,104797000,104797000,,,,,,None,-7188000,,0.3,0.0089,,,,1.679,-0.0556,51278000,44090000,0.3456,2005-09-30,,506731000.0,137234000,44090000,16078000,,,None,None,None,,None,,,,,28012000,None,None,None,0.329,,85956000,51278000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,242031000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,76281000,76281000,,,,,,None,-28766000,,0.3,0.0089,,,,1.679,-0.0556,22333000,-6433000,0.3456,2005-06-30,,506731000.0,113019000,-6433000,-2471000,,,None,None,None,,None,,,,,-3962000,None,None,None,0.329,,90686000,22333000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,quarterly,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,189300000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,832854000,832854000,,,,,,None,129487000,,0.3,0.0089,,,,1.679,-0.0556,289050000,418537000,0.3456,2025-12-31,,506731000.0,395409000,194912000,27894000,,,None,94138000,91801000,,None,,,,,39199000,167018000,-94138000,None,0.329,,94487000,300922000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,94487000,,,,29.39,36.69,,-16.088,,,,,,,1228263000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,443355000,443355000,,,,,,None,100795000,,0.3,0.0089,,,,1.679,-0.0556,214995000,315790000,0.3456,2024-12-31,,506731000.0,408082000,179133000,26099000,,,None,61022000,58775000,,None,,,,,32878000,153034000,-61022000,None,0.329,,193087000,214995000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,94148000,,,,29.39,36.69,,-16.088,,,,,,,851437000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,746559000,746559000,,,,,,None,116097000,,0.3,0.0089,,,,1.679,-0.0556,210605000,326702000,0.3456,2023-12-31,,506731000.0,412404000,160091000,33247000,,,None,66995000,66112000,,None,,,,,30412000,140670000,-63467000,None,0.329,,201799000,210605000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,85016000,,,,29.39,36.69,,-16.088,,,,,,,1158963000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,2213289000,2213289000,,,,,,None,129012000,,0.3,0.0089,,,,1.679,-0.0556,167861000,296873000,0.3456,2022-12-31,,506731000.0,259684000,108322000,28326000,,,None,59539000,56841000,,None,,,,,26273000,79996000,-59539000,None,0.329,,72999000,186685000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,66099000,,,,29.39,36.69,,-16.088,,,,,,,2472973000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,688149000,688149000,,,,,,None,128404000,,0.3,0.0089,,,,1.679,-0.0556,143171000,271575000,0.3456,2021-12-31,,506731000.0,200406000,62357000,21168000,,,None,80814000,77551000,,None,,,,,41118000,41189000,-80814000,None,0.329,,61062000,139344000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,47088000,,,,29.39,36.69,,-16.088,,,,,,,888555000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,254645000,254645000,,,,,,None,116548000,,0.3,0.0089,,,,1.679,-0.0556,136258000,252806000,0.3456,2020-12-31,,506731000.0,176198000,46828000,13937000,,,None,89430000,86336000,,None,,,,,38753000,32891000,-89430000,None,0.329,,42942000,133256000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,42942000,,,,29.39,36.69,,-16.088,,,,,,,430843000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,334929000,334929000,,,,,,None,103983000,,0.3,0.0089,,,,1.679,-0.0556,163837000,267820000,0.3456,2019-12-31,,506731000.0,209474000,61967000,13717000,,,None,101870000,99442000,,None,,,,,54826000,48250000,-101870000,None,0.329,,35509000,173965000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,35509000,,,,29.39,36.69,,-16.088,,,,,,,544403000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,563992000,563992000,,,,,,None,155388000,,0.3,0.0089,,,,1.679,-0.0556,194902000,350290000,0.3456,2018-12-31,,506731000.0,339611000,110683000,26368000,,,None,84219000,None,,None,,,,,84315000,None,None,None,0.329,,167382000,172229000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,903603000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,556837000,556837000,,,,,,None,152273000,,0.3,0.0089,,,,1.679,-0.0556,216626000,368899000,0.3456,2017-12-31,,506731000.0,359960000,149265000,51004000,,,None,67361000,None,,None,,,,,98261000,None,None,None,0.329,,161706000,198254000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,916797000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,542225000,542225000,,,,,,None,145360000,,0.3,0.0089,,,,1.679,-0.0556,213560000,358920000,0.3456,2016-12-31,,506731000.0,344711000,150686000,53918000,,,None,62874000,None,,None,,,,,96768000,None,None,None,0.329,,149850000,194861000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,886936000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,550118000,550118000,,,,,,None,150630000,,0.3,0.0089,,,,1.679,-0.0556,172072000,322702000,0.3456,2015-12-31,,506731000.0,299751000,116813000,34895000,,,None,55259000,None,,None,,,,,81918000,None,None,None,0.329,,153560000,146191000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,849869000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,620270000,620270000,,,,,,None,145586000,,0.3,0.0089,,,,1.679,-0.0556,179334000,324920000,0.3456,2014-12-31,,506731000.0,297255000,132516000,41088000,,,None,46818000,None,,None,,,,,91428000,None,None,None,0.329,,146092000,151163000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,917525000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,587354000,587354000,,,,,,None,138719000,,0.3,0.0089,,,,1.679,-0.0556,179950000,318669000,0.3456,2013-12-31,,506731000.0,303008000,132238000,43655000,,,None,47712000,None,,None,,,,,88583000,None,None,None,0.329,,137373000,165635000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,890362000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,548224000,548224000,,,,,,None,136233000,,0.3,0.0089,,,,1.679,-0.0556,182762000,318995000,0.3456,2012-12-31,,506731000.0,304657000,137825000,46979000,,,None,44937000,None,,None,,,,,90846000,None,None,None,0.329,,135999000,168658000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,852881000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,298656000,298656000,,,,,,None,118349000,,0.3,0.0089,,,,1.679,-0.0556,207174000,325523000,0.3456,2011-12-31,,506731000.0,619357000,157247000,53708000,,,None,49927000,None,,None,,,,,103539000,None,None,None,0.329,,428554000,190803000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,918013000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,291745000,291745000,,,,,,None,112327000,,0.3,0.0089,,,,1.679,-0.0556,193541000,305868000,0.3456,2010-12-31,,506731000.0,585506000,141333000,51016000,,,None,41922000,None,,None,,,,,100603000,None,None,None,0.329,,416544000,168962000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,877251000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,294440000,294440000,,,,,,None,97251000,,0.3,0.0089,,,,1.679,-0.0556,143913000,241164000,0.3456,2009-12-31,,506731000.0,533556000,99977000,33044000,,,None,43936000,None,,None,,,,,66933000,None,None,None,0.329,,400391000,133165000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,827996000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,500299000,500299000,,,,,,None,14908000,,0.3,0.0089,,,,1.679,-0.0556,145736000,160644000,0.3456,2008-12-31,,506731000.0,538631000,115451000,37830000,,,None,45193000,None,,None,,,,,77621000,None,None,None,0.329,,392895000,145736000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,1038930000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,377622000,377622000,,,,,,None,15312000,,0.3,0.0089,,,,1.679,-0.0556,128321000,143633000,0.3456,2007-12-31,,506731000.0,499805000,109220000,34467000,,,None,34413000,None,,None,,,,,74753000,None,None,None,0.329,,371484000,128321000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,877427000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,,1.411,21.31,,,,,,,,,,,,,,,None,330345000,330345000,,,,,,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2006-12-31,,506731000.0,486110000,87453000,26066000,,,None,31837000,None,,None,,,,,67450000,None,None,None,0.329,,370548000,115562000,,,,,None,,,,,1.587,3.088,,,,,,,,0.0319,,,2026-03-04,annual,0.29,USD,pre-market,None,,0.0536,0.0811,0.157,41.11,None,,,,29.39,36.69,,-16.088,,,,,,,816455000,,26.39,,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,332638000,541473000,541473000,,,,,,,,,117000,32820000,None,330345000,330345000,46570000,None,34042000,136195000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2025-12-31,234994000,506731000.0,486110000,87453000,26066000,359221000,359221000,None,31837000,None,27075000,None,None,1064219000,None,356039000,67450000,None,None,None,0.329,,370548000,115562000,48622000,123027000,None,88103000,None,,,,,1.587,3.088,,,,,,,,0.0319,,2299233000,2026-03-04,quarterly,0.29,USD,pre-market,None,102640000,0.0536,0.0811,0.157,41.11,None,1430899000,83328000,38870000,29.39,36.69,,-16.088,4131461000,753365000,310060000,1902383000,3378096000,1592323000,816455000,682475000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,343195000,462618000,462618000,,,,,,,,,117000,32692679,None,330345000,330345000,51131000,None,32703000,162967000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2025-09-30,244993000,506731000.0,486110000,87453000,26066000,363052000,363052000,None,31837000,None,19352000,None,None,1072979000,None,364754000,67450000,None,None,None,0.329,,370548000,115562000,49741000,159091000,None,153120000,None,,,,,1.587,3.088,,,,,,,,0.0319,,2302474000,2026-03-04,quarterly,0.29,USD,pre-market,None,96183000,0.0536,0.0811,0.157,41.11,None,1463452000,80821000,43588000,29.39,36.69,,-16.088,4096979000,694678000,291043000,1901535000,3402301000,1610492000,816455000,675685999,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,352984000,425998000,425998000,,,,,,,,,117000,32162826,None,330345000,330345000,20586000,None,29388000,98000000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2025-06-30,249240000,506731000.0,486110000,87453000,26066000,365378000,365378000,None,31837000,None,19304000,None,None,1082977000,None,373618000,67450000,None,None,None,0.329,,370548000,115562000,20670000,101902000,None,160577000,None,,,,,1.587,3.088,,,,,,,,0.0319,,2275890000,2026-03-04,quarterly,0.29,USD,pre-market,None,84898000,0.0536,0.0811,0.157,41.11,None,1465349000,76817000,45367000,29.39,36.69,,-16.088,4010080000,609339000,233975000,1860677000,3400741000,1626702000,816455000,664140000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,187555000,619469000,619469000,,,,,,,,,109000,25844735,None,330345000,330345000,48267000,None,56133000,96363000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2025-03-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,1089000,None,None,435071000,None,384932000,67450000,None,None,None,0.329,,370548000,115562000,18505000,72883000,None,83432000,None,,,,,1.587,3.088,,,,,,,,0.0319,,1649675000,2026-03-04,quarterly,0.29,USD,pre-market,None,82174000,0.0536,0.0811,0.157,41.11,None,678759000,81455000,44393000,29.39,36.69,,-16.088,2917443000,779819000,233272000,985738000,2137624000,752466000,816455000,499202000,26.39,None,43.08,21.1
